Turkish,Word
yasadışı,ILLEGALLY
okunaksız,ILLEGIBLE
yasadışı,ILLICIT
yasadışı,ILLICITLY
,ILLIQUID
,ILLIQUIDITY
dengesiz,IMBALANCE
dengesiz,IMBALANCES
gelişmemiş,IMMATURE
ahlaksız,IMMORAL
bozma,IMPAIR
bozma,IMPAIRED
bozan,IMPAIRING
bozma,IMPAIRMENT
bozma,IMPAIRMENTS
bozma,IMPAIRS
çıkmaz,IMPASSE
çıkmaz,IMPASSES
baltalama,IMPEDE
sekte,IMPEDED
engel,IMPEDES
engel,IMPEDIMENT
engel,IMPEDIMENTS
engel,IMPEDING
tehditkar,IMPENDING
zorunlu,IMPERATIVE
kusur,IMPERFECTION
kusur,IMPERFECTIONS
tehlike,IMPERIL
yasak,IMPERMISSIBLE
karıştır,IMPLICATE
karıştır,IMPLICATED
karıştır,IMPLICATES
karıştır,IMPLICATING
imkânsız,IMPOSSIBILITY
imkânsız,IMPOSSIBLE
hacz,IMPOUND
hacz,IMPOUNDED
hacz,IMPOUNDING
hacz,IMPOUNDS
uygulanamaz,IMPRACTICABLE
kullanışsız,IMPRACTICAL
uygulanamaz,IMPRACTICALITIES
uygulanamaz,IMPRACTICALITY
hapis,IMPRISONMENT
yanlış,IMPROPER
yanlış,IMPROPERLY
uygunsuz,IMPROPRIETIES
uygunsuz,IMPROPRIETY
tedbirsiz,IMPRUDENT
tedbirsiz,IMPRUDENTLY
yetersiz,INABILITY
erişilemez,INACCESSIBLE
hata,INACCURACIES
hata,INACCURACY
hata,INACCURATE
hata,INACCURATELY
hareketsiz,INACTION
hareketsiz,INACTIONS
inaktive,INACTIVATE
inaktive,INACTIVATED
inaktive,INACTIVATES
inaktive,INACTIVATING
inaktivasyonu,INACTIVATION
inaktivasyonu,INACTIVATIONS
inaktivite,INACTIVITY
yetersizlik,INADEQUACIES
yetersizlik,INADEQUACY
yetersizlik,INADEQUATE
yetersizlik,INADEQUATELY
istenmeyen,INADVERTENT
yanlışlıkla,INADVERTENTLY
,INADVISABILITY
,INADVISABLE
uygunsuz,INAPPROPRIATE
uygunsuz,INAPPROPRIATELY
dikkatsiz,INATTENTION
aciz,INCAPABLE
aciz,INCAPACITATED
yeteneksiz,INCAPACITY
hapset,INCARCERATE
hapset,INCARCERATED
hapsed,INCARCERATES
hapsed,INCARCERATING
hapsed,INCARCERATION
hapsed,INCARCERATIONS
olay,INCIDENCE
olay,INCIDENCES
olay,INCIDENT
olay,INCIDENTS
uyumsuz,INCOMPATIBILITIES
uyumsuz,INCOMPATIBILITY
uyumsuz,INCOMPATIBLE
yetersiz,INCOMPETENCE
yetersiz,INCOMPETENCY
yetersiz,INCOMPETENT
yetersiz,INCOMPETENTLY
yetersiz,INCOMPETENTS
eksik,INCOMPLETE
eksik,INCOMPLETELY
eksik,INCOMPLETENESS
belirsiz,INCONCLUSIVE
tutarsız,INCONSISTENCIES
tutarsız,INCONSISTENCY
tutarsız,INCONSISTENT
tutarsız,INCONSISTENTLY
rahatsız,INCONVENIENCE
rahatsız,INCONVENIENCES
rahatsız,INCONVENIENT
yanlış,INCORRECT
yanlış,INCORRECTLY
yanlış,INCORRECTNESS
ahlaksız,INDECENCY
uygunsuz,INDECENT
feshedilemez,INDEFEASIBLE
feshedilemez,INDEFEASIBLY
suçla,INDICT
suçla,INDICTABLE
suçla,INDICTED
suçla,INDICTING
iddianame,INDICTMENT
iddianame,INDICTMENTS
etkisiz,INEFFECTIVE
etkisiz,INEFFECTIVELY
etkisiz,INEFFECTIVENESS
verimsiz,INEFFICIENCIES
verimsiz,INEFFICIENCY
verimsiz,INEFFICIENT
verimsiz,INEFFICIENTLY
uygunsuz,INELIGIBILITY
uygunsuz,INELIGIBLE
adaletsiz,INEQUITABLE
adaletsiz,INEQUITABLY
adaletsiz,INEQUITIES
adaletsiz,INEQUITY
kaçınılmaz,INEVITABLE
deneyimsiz,INEXPERIENCE
deneyimsiz,INEXPERIENCED
aşağı,INFERIOR
uğrat,INFLICTED
ihlal,INFRACTION
ihlal,INFRACTIONS
ihlal,INFRINGE
ihlal,INFRINGED
ihlal,INFRINGEMENT
ihlal,INFRINGEMENTS
ihlal,INFRINGES
ihlal,INFRINGING
yasak,INHIBITED
ters,INIMICAL
emir,INJUNCTION
tedbir,INJUNCTIONS
hasar,INJURE
hasar,INJURED
hasar,INJURES
hasar,INJURIES
hasar,INJURING
hasar,INJURIOUS
hasar,INJURY
aşırı,INORDINATE
aşırı,INORDINATELY
soruşturma,INQUIRY
güvensiz,INSECURE
duyarsız,INSENSITIVE
iflas,INSOLVENCIES
iflas,INSOLVENCY
iflas,INSOLVENT
istikrarsız,INSTABILITY
itaatsiz,INSUBORDINATION
yetmez,INSUFFICIENCY
yetmez,INSUFFICIENT
yetmez,INSUFFICIENTLY
isyan,INSURRECTION
isyan,INSURRECTIONS
kasıtlı,INTENTIONAL
müdahale,INTERFERE
müdahale,INTERFERED
müdahale,INTERFERENCE
müdahale,INTERFERENCES
müdahale,INTERFERES
müdahale,INTERFERING
aralıklı,INTERMITTENT
aralıklı,INTERMITTENTLY
kesme,INTERRUPT
kesme,INTERRUPTED
kesme,INTERRUPTING
kesinti,INTERRUPTION
kesinti,INTERRUPTIONS
kesinti,INTERRUPTS
tehdit,INTIMIDATION
saldırı,INTRUSION
geçersiz,INVALID
geçersiz,INVALIDATE
geçersiz,INVALIDATED
geçersiz,INVALIDATES
geçersiz,INVALIDATING
geçersiz,INVALIDATION
geçersiz,INVALIDITY
soruştur,INVESTIGATE
soruştur,INVESTIGATED
soruştur,INVESTIGATES
soruştur,INVESTIGATING
soruştur,INVESTIGATION
soruştur,INVESTIGATIONS
istemsiz,INVOLUNTARILY
istemsiz,INVOLUNTARY
uzlaşmaz,IRRECONCILABLE
uzlaşmaz,IRRECONCILABLY
düzeltilemez,IRRECOVERABLE
düzeltilemez,IRRECOVERABLY
düzensiz,IRREGULAR
düzensiz,IRREGULARITIES
düzensiz,IRREGULARITY
düzensiz,IRREGULARLY
onarılamaz,IRREPARABLE
onarılamaz,IRREPARABLY
,IRREVERSIBLE
tehlike,JEOPARDIZE
tehlike,JEOPARDIZED
gerekçeli,JUSTIFIABLE
bahşiş,KICKBACK
bahşiş,KICKBACKS
bilerek,KNOWINGLY
eksik,LACK
eksik,LACKED
eksik,LACKING
eksik,LACKLUSTER
eksik,LACKS
gecik,LAG
gecikmeli,LAGGED
gecikmeli,LAGGING
gecikme,LAGS
gerile,LAPSE
gerile,LAPSED
gerile,LAPSES
gerile,LAPSING
geç,LATE
aklama,LAUNDERING
çıkarma,LAYOFF
çıkarma,LAYOFFS
yalan,LIE
sınırlama,LIMITATION
kısıtlama,LIMITATIONS
kalıcı,LINGERING
tasfiye,LIQUIDATE
tasfiye,LIQUIDATED
tasfiye,LIQUIDATES
tasfiye,LIQUIDATING
tasfiye,LIQUIDATION
tasfiye,LIQUIDATIONS
tasfiye,LIQUIDATOR
tasfiye,LIQUIDATORS
davacı,LITIGANT
davacı,LITIGANTS
dava,LITIGATE
dava,LITIGATED
dava,LITIGATES
dava,LITIGATING
dava,LITIGATION
dava,LITIGATIONS
lokavt,LOCKOUT
lokavt,LOCKOUTS
kaybet,LOSE
kaybet,LOSES
kaybet,LOSING
kayıp,LOSS
kayıp,LOSSES
kayıp,LOST
yalancı,LYING
kötülük,MALFEASANCE
arıza,MALFUNCTION
arıza,MALFUNCTIONED
arıza,MALFUNCTIONING
arıza,MALFUNCTIONS
kötülük,MALICE
zararlı,MALICIOUS
zararlı,MALICIOUSLY
malpraktis,MALPRACTICE
manipüle,MANIPULATE
manipüle,MANIPULATED
manipüle,MANIPULATES
manipüle,MANIPULATING
manipülasyon,MANIPULATION
manipülasyon,MANIPULATIONS
manipülatif,MANIPULATIVE
indirim,MARKDOWN
indirim,MARKDOWNS
yanlış,MISAPPLICATION
yanlış,MISAPPLICATIONS
yanlış,MISAPPLIED
yanlış,MISAPPLIES
yanlış,MISAPPLY
yanlış,MISAPPLYING
zimmet,MISAPPROPRIATE
zimmet,MISAPPROPRIATED
zimmet,MISAPPROPRIATES
zimmet,MISAPPROPRIATING
suiistimal,MISAPPROPRIATION
suiistimal,MISAPPROPRIATIONS
yanlış,MISBRANDED
hata,MISCALCULATE
hata,MISCALCULATED
hata,MISCALCULATES
hata,MISCALCULATING
hata,MISCALCULATION
hata,MISCALCULATIONS
hata,MISCHARACTERIZATION
yaramaz,MISCHIEF
hata,MISCLASSIFICATION
hata,MISCLASSIFICATIONS
hata,MISCLASSIFIED
hata,MISCLASSIFY
iletişimsiz,MISCOMMUNICATION
kötüye,MISCONDUCT
hata,MISDATED
kabahat,MISDEMEANOR
kabahat,MISDEMEANORS
idaresiz,MISDIRECTED
idaresiz,MISHANDLE
idaresiz,MISHANDLED
idaresiz,MISHANDLES
idaresiz,MISHANDLING
sakla,MISINFORM
sakla,MISINFORMATION
sakla,MISINFORMED
sakla,MISINFORMING
sakla,MISINFORMS
yanlış,MISINTERPRET
yanlış,MISINTERPRETATION
yanlış,MISINTERPRETATIONS
yanlış,MISINTERPRETED
yanlış,MISINTERPRETING
yanlış,MISINTERPRETS
yanlış,MISJUDGE
yanlış,MISJUDGED
yanlış,MISJUDGES
yanlış,MISJUDGING
yanlış,MISJUDGMENT
yanlış,MISJUDGMENTS
yanlış,MISLABEL
yanlış,MISLABELED
yanlış,MISLABELING
yanlış,MISLABELLED
yanlış,MISLABELS
yanılt,MISLEAD
yanılt,MISLEADING
yanılt,MISLEADINGLY
yanılt,MISLEADS
yanılt,MISLED
idaresiz,MISMANAGE
idaresiz,MISMANAGED
idaresiz,MISMANAGEMENT
idaresiz,MISMANAGES
idaresiz,MISMANAGING
uyumsuz,MISMATCH
uyumsuz,MISMATCHED
uyumsuz,MISMATCHES
uyumsuz,MISMATCHING
yanlış,MISPLACED
yanlış,MISPRICE
yanlış,MISPRICING
yanlış,MISPRICINGS
yalan,MISREPRESENT
yalan,MISREPRESENTATION
yalan,MISREPRESENTATIONS
yalan,MISREPRESENTED
yalan,MISREPRESENTING
yalan,MISREPRESENTS
ıska,MISS
kaçır,MISSED
ıska,MISSES
yalan,MISSTATE
yalan,MISSTATED
yalan,MISSTATEMENT
yalan,MISSTATEMENTS
yalan,MISSTATES
yalan,MISSTATING
hata,MISSTEP
hata,MISSTEPS
hata,MISTAKE
hata,MISTAKEN
hata,MISTAKENLY
hata,MISTAKES
hata,MISTAKING
hükümsüz,MISTRIAL
hükümsüz,MISTRIALS
yanlış,MISUNDERSTAND
yanlış,MISUNDERSTANDING
yanlış,MISUNDERSTANDINGS
yanlış,MISUNDERSTOOD
yanlış,MISUSE
yanlış,MISUSED
yanlış,MISUSES
yanlış,MISUSING
tekelci,MONOPOLISTIC
tekelci,MONOPOLISTS
tekelleşme,MONOPOLIZATION
tekel,MONOPOLIZE
tekel,MONOPOLIZED
tekel,MONOPOLIZES
tekel,MONOPOLIZING
tekel,MONOPOLY
moratoryum,MORATORIA
moratoryum,MORATORIUM
moratoryum,MORATORIUMS
gayrıfaal,MOTHBALLED
gayrıfaal,MOTHBALLING
negatif,NEGATIVE
olumsuz,NEGATIVELY
olumsuz,NEGATIVES
ihmal,NEGLECT
ihmal,NEGLECTED
ihmal,NEGLECTFUL
ihmal,NEGLECTING
ihmal,NEGLECTS
ihmal,NEGLIGENCE
ihmal,NEGLIGENCES
ihmal,NEGLIGENT
ihmal,NEGLIGENTLY
erişilmez,NONATTAINMENT
,NONCOMPETITIVE
uyumsuz,NONCOMPLIANCE
uyumsuz,NONCOMPLIANCES
uyumsuz,NONCOMPLIANT
uyumsuz,NONCOMPLYING
uyumsuz,NONCONFORMING
uyumsuz,NONCONFORMITIES
uyumsuz,NONCONFORMITY
gizlilik,NONDISCLOSURE
işlevsiz,NONFUNCTIONAL
ödememe,NONPAYMENT
ödememe,NONPAYMENTS
ödememe,NONPERFORMANCE
ödememe,NONPERFORMANCES
ödememe,NONPERFORMING
üretimsiz,NONPRODUCING
üretimsiz,NONPRODUCTIVE
,NONRECOVERABLE
yenilememe,NONRENEWAL
rahatsızlık,NUISANCE
rahatsızlık,NUISANCES
iptal,NULLIFICATION
iptal,NULLIFICATIONS
iptal,NULLIFIED
iptal,NULLIFIES
iptal,NULLIFY
iptal,NULLIFYING
itiraz,OBJECTED
itiraz,OBJECTING
itiraz,OBJECTION
itiraz,OBJECTIONABLE
itiraz,OBJECTIONABLY
itiraz,OBJECTIONS
müstehcen,OBSCENE
müstehcen,OBSCENITY
geçersiz,OBSOLESCENCE
geçersiz,OBSOLETE
engel,OBSTACLE
engel,OBSTACLES
engel,OBSTRUCT
engel,OBSTRUCTED
engel,OBSTRUCTING
engel,OBSTRUCTION
engel,OBSTRUCTIONS
suç,OFFENCE
suç,OFFENCES
suç,OFFEND
suç,OFFENDED
suç,OFFENDER
suç,OFFENDERS
suç,OFFENDING
suç,OFFENDS
ihmal,OMISSION
ihmal,OMISSIONS
ihmal,OMIT
ihmal,OMITS
ihmal,OMITTED
ihmal,OMITTING
ağır,ONEROUS
fırsatçı,OPPORTUNISTIC
fırsatçı,OPPORTUNISTICALLY
karşı,OPPOSE
karşı,OPPOSED
karşı,OPPOSES
karşı,OPPOSING
muhalefet,OPPOSITION
muhalefet,OPPOSITIONS
kesinti,OUTAGE
kesinti,OUTAGES
eski,OUTDATED
demode,OUTMODED
geçkin,OVERAGE
geçkin,OVERAGES
aşırı,OVERBUILD
aşırı,OVERBUILDING
aşırı,OVERBUILDS
aşırı,OVERBUILT
aşırı,OVERBURDEN
aşırı,OVERBURDENED
aşırı,OVERBURDENING
aşırı,OVERCAPACITIES
aşırı,OVERCAPACITY
fahiş,OVERCHARGE
fahiş,OVERCHARGED
fahiş,OVERCHARGES
fahiş,OVERCHARGING
üstesinden,OVERCOME
üstesinden,OVERCOMES
üstesinden,OVERCOMING
gecikmiş,OVERDUE
fazla,OVERESTIMATE
fazla,OVERESTIMATED
fazla,OVERESTIMATES
fazla,OVERESTIMATING
fazla,OVERESTIMATION
fazla,OVERESTIMATIONS
aşırı,OVERLOAD
aşırı,OVERLOADED
aşırı,OVERLOADING
aşırı,OVERLOADS
kaçırma,OVERLOOK
kaçırma,OVERLOOKED
kaçırma,OVERLOOKING
kaçırma,OVERLOOKS
fazla,OVERPAID
fazla,OVERPAYMENT
fazla,OVERPAYMENTS
fazla,OVERPRODUCED
fazla,OVERPRODUCES
fazla,OVERPRODUCING
fazla,OVERPRODUCTION
istila,OVERRUN
istila,OVERRUNNING
istila,OVERRUNS
gölgele,OVERSHADOW
gölgele,OVERSHADOWED
gölgele,OVERSHADOWING
gölgele,OVERSHADOWS
abart,OVERSTATE
abart,OVERSTATED
abart,OVERSTATEMENT
abart,OVERSTATEMENTS
abart,OVERSTATES
abart,OVERSTATING
fazla,OVERSUPPLIED
fazla,OVERSUPPLIES
fazla,OVERSUPPLY
fazla,OVERSUPPLYING
kasten,OVERTLY
devirme,OVERTURN
devirme,OVERTURNED
devirme,OVERTURNING
devirme,OVERTURNS
fahiş,OVERVALUE
fahiş,OVERVALUED
fahiş,OVERVALUING
panik,PANIC
panik,PANICS
ceza,PENALIZE
ceza,PENALIZED
ceza,PENALIZES
ceza,PENALIZING
ceza,PENALTIES
ceza,PENALTY
tehlike,PERIL
tehlike,PERILS
yalan,PERJURY
,PERPETRATE
,PERPETRATED
,PERPETRATES
,PERPETRATING
,PERPETRATION
ısrar,PERSIST
ısrar,PERSISTED
sürekli,PERSISTENCE
sürekli,PERSISTENT
sürekli,PERSISTENTLY
sürekli,PERSISTING
sürekli,PERSISTS
yayılma,PERVASIVE
yayılma,PERVASIVELY
yayılma,PERVASIVENESS
küçük,PETTY
kazık,PICKET
kazık,PICKETED
kazık,PICKETING
davacı,PLAINTIFF
davacı,PLAINTIFFS
savunma,PLEA
savunma,PLEAD
savunma,PLEADED
savunma,PLEADING
savunma,PLEADINGS
savunma,PLEADS
savunma,PLEAS
savunma,PLED
kötü,POOR
kötü,POORLY
gösteriş,POSES
gösteriş,POSING
ertele,POSTPONE
ertele,POSTPONED
ertele,POSTPONEMENT
ertele,POSTPONEMENTS
ertele,POSTPONES
ertele,POSTPONING
çöktür,PRECIPITATED
acele,PRECIPITOUS
acele,PRECIPITOUSLY
engel,PRECLUDE
engel,PRECLUDED
engel,PRECLUDES
engel,PRECLUDING
yırtıcı,PREDATORY
önyargı,PREJUDICE
önyargı,PREJUDICED
önyargı,PREJUDICES
önyargı,PREJUDICIAL
önyargı,PREJUDICING
erken,PREMATURE
erken,PREMATURELY
baskı,PRESSING
önduruşma,PRETRIAL
önlem,PREVENTING
önlem,PREVENTION
önlem,PREVENTS
sorun,PROBLEM
sorunlu,PROBLEMATIC
sorunsal,PROBLEMATICAL
sorun,PROBLEMS
uzat,PROLONG
uzat,PROLONGATION
uzat,PROLONGATIONS
uzun,PROLONGED
uzun,PROLONGING
uzun,PROLONGS
meyyal,PRONE
soruştur,PROSECUTE
soruştur,PROSECUTED
soruştur,PROSECUTES
savcı,PROSECUTING
soruştur,PROSECUTION
soruştur,PROSECUTIONS
protesto,PROTEST
protestolu,PROTESTED
protesto,PROTESTER
protesto,PROTESTERS
protesto,PROTESTING
protesto,PROTESTOR
protesto,PROTESTORS
protesto,PROTESTS
uzama,PROTRACTED
uzama,PROTRACTION
provoke,PROVOKE
kışkırt,PROVOKED
kışkırt,PROVOKES
provokasyon,PROVOKING
ceza,PUNISHED
ceza,PUNISHES
ceza,PUNISHING
ceza,PUNISHMENT
ceza,PUNISHMENTS
ceza,PUNITIVE
iddia,PURPORT
iddia,PURPORTED
iddia,PURPORTEDLY
iddia,PURPORTING
iddia,PURPORTS
soru,QUESTION
kuşku,QUESTIONABLE
kuşku,QUESTIONABLY
sorgu,QUESTIONED
sorgu,QUESTIONING
soru,QUESTIONS
cayma,QUIT
cayma,QUITTING
şantaj,RACKETEER
şantaj,RACKETEERING
gerekçele,RATIONALIZATION
rasyonalize,RATIONALIZATIONS
rasyonalize,RATIONALIZE
rasyonalize,RATIONALIZED
rasyonalize,RATIONALIZES
rasyonalize,RATIONALIZING
yeniden,REASSESSMENT
yeniden,REASSESSMENTS
yeniden,REASSIGN
yeniden,REASSIGNED
yeniden,REASSIGNING
yeniden,REASSIGNMENT
yeniden,REASSIGNMENTS
yeniden,REASSIGNS
çağır,RECALL
çağır,RECALLED
çağır,RECALLING
çağır,RECALLS
durgun,RECESSION
durgun,RECESSIONARY
resesyon,RECESSIONS
dikkatsiz,RECKLESS
dikkatsiz,RECKLESSLY
dikkatsiz,RECKLESSNESS
redakt,REDACT
redakt,REDACTED
redakt,REDACTING
redakt,REDACTION
redakt,REDACTIONS
yapılandır,REDEFAULT
yapılandır,REDEFAULTED
yapılandır,REDEFAULTS
tamir,REDRESS
ıslah,REDRESSED
düzelt,REDRESSES
telafi,REDRESSING
ret,REFUSAL
redde,REFUSALS
redde,REFUSE
redde,REFUSED
redde,REFUSES
redde,REFUSING
redde,REJECT
redde,REJECTED
redde,REJECTING
redde,REJECTION
redde,REJECTIONS
redde,REJECTS
vazgeç,RELINQUISH
feragat,RELINQUISHED
vazgeç,RELINQUISHES
feragat,RELINQUISHING
feragat,RELINQUISHMENT
feragat,RELINQUISHMENTS
isteksiz,RELUCTANCE
isteksiz,RELUCTANT
yeniden,RENEGOTIATE
yeniden,RENEGOTIATED
yeniden,RENEGOTIATES
yeniden,RENEGOTIATING
yeniden,RENEGOTIATION
yeniden,RENEGOTIATIONS
bırak,RENOUNCE
bırak,RENOUNCED
bırak,RENOUNCEMENT
bırak,RENOUNCEMENTS
bırak,RENOUNCES
bırak,RENOUNCING
tazmin,REPARATION
tazmin,REPARATIONS
el,REPOSSESSED
el,REPOSSESSES
el,REPOSSESSING
el,REPOSSESSION
el,REPOSSESSIONS
redd,REPUDIATE
redd,REPUDIATED
redd,REPUDIATES
redd,REPUDIATING
redd,REPUDIATION
redd,REPUDIATIONS
istifa,RESIGN
istifa,RESIGNATION
istifa,RESIGNATIONS
istifa,RESIGNED
istifa,RESIGNING
istifa,RESIGNS
yeniden,RESTATE
yeniden,RESTATED
yeniden,RESTATEMENT
yeniden,RESTATEMENTS
yeniden,RESTATES
yeniden,RESTATING
yapılandır,RESTRUCTURE
yapılandır,RESTRUCTURED
yapılandır,RESTRUCTURES
yapılandır,RESTRUCTURING
yapılandır,RESTRUCTURINGS
misilleme,RETALIATE
misilleme,RETALIATED
misilleme,RETALIATES
misilleme,RETALIATING
misilleme,RETALIATION
misilleme,RETALIATIONS
misilleme,RETALIATORY
ceza,RETRIBUTION
ceza,RETRIBUTIONS
iptal,REVOCATION
iptal,REVOCATIONS
iptal,REVOKE
iptal,REVOKED
iptal,REVOKES
iptal,REVOKING
alay,RIDICULE
alay,RIDICULED
alay,RIDICULES
alay,RIDICULING
riskli,RISKIER
riskli,RISKIEST
risk,RISKY
sabotaj,SABOTAGE
feda,SACRIFICE
kurban,SACRIFICED
feda,SACRIFICES
feda,SACRIFICIAL
ödün,SACRIFICING
skandal,SCANDALOUS
skandal,SCANDALS
incele,SCRUTINIZE
incele,SCRUTINIZED
incele,SCRUTINIZES
incele,SCRUTINIZING
incele,SCRUTINY
gizlilik,SECRECY
gasp,SEIZE
zapt,SEIZED
zapt,SEIZES
zapt,SEIZING
ceza,SENTENCED
çarptır,SENTENCING
ciddi,SERIOUS
ciddi,SERIOUSLY
ciddiyet,SERIOUSNESS
aksilik,SETBACK
terslik,SETBACKS
kopar,SEVER
şiddetli,SEVERE
kopar,SEVERED
şiddetli,SEVERELY
şiddetli,SEVERITIES
şiddet,SEVERITY
keskin,SHARPLY
şok,SHOCKED
kıtlık,SHORTAGE
noksan,SHORTAGES
eksik,SHORTFALL
eksiklik,SHORTFALLS
daralma,SHRINKAGE
daralma,SHRINKAGES
kapa,SHUT
kapa,SHUTDOWN
kapa,SHUTDOWNS
kapa,SHUTS
kapa,SHUTTING
iftira,SLANDER
karala,SLANDERED
karalayıcı,SLANDEROUS
iftira,SLANDERS
kayma,SLIPPAGE
kayma,SLIPPAGES
yavaş,SLOW
yavaşla,SLOWDOWN
yavaşla,SLOWDOWNS
yavaşla,SLOWED
yavaş,SLOWER
yavaş,SLOWEST
yavaş,SLOWING
yavaş,SLOWLY
yavaş,SLOWNESS
yavaş,SLUGGISH
yavaş,SLUGGISHLY
yavaş,SLUGGISHNESS
,SOLVENCIES
,SOLVENCY
spam,SPAM
spam,SPAMMERS
spam,SPAMMING
şaşırtıcı,STAGGERING
durağan,STAGNANT
durgun,STAGNATE
durak,STAGNATED
durağan,STAGNATES
durağan,STAGNATING
durağan,STAGNATION
durma,STANDSTILL
durma,STANDSTILLS
çalıntı,STOLEN
kesinti,STOPPAGE
tevkifat,STOPPAGES
durdu,STOPPED
durdur,STOPPING
durur,STOPS
gergin,STRAIN
gergin,STRAINED
gergin,STRAINING
gergin,STRAINS
stres,STRESS
baskı,STRESSED
stres,STRESSES
stres,STRESSFUL
stres,STRESSING
sıkı,STRINGENT
maruz,SUBJECTED
tabi,SUBJECTING
itaat,SUBJECTION
celp,SUBPOENA
celb,SUBPOENAED
celp,SUBPOENAS
düşük,SUBSTANDARD
dava,SUE
dava,SUED
dava,SUES
maruz,SUFFER
maruz,SUFFERED
maruz,SUFFERING
maruz,SUFFERS
dava,SUING
celp,SUMMONED
celp,SUMMONING
celp,SUMMONS
celp,SUMMONSES
hassas,SUSCEPTIBILITY
hassas,SUSCEPTIBLE
şüpheli,SUSPECT
şüpheli,SUSPECTED
şüpheli,SUSPECTS
askıya,SUSPEND
askıya,SUSPENDED
askıya,SUSPENDING
askıya,SUSPENDS
askıya,SUSPENSION
askıya,SUSPENSIONS
şüphe,SUSPICION
şüphe,SUSPICIONS
şüphe,SUSPICIOUS
şüphe,SUSPICIOUSLY
kusur,TAINT
kusurlu,TAINTED
kusur,TAINTING
kusur,TAINTS
kurcala,TAMPERED
gergin,TENSE
sonlandır,TERMINATE
sonlandır,TERMINATED
sonlandır,TERMINATES
sonlandırma,TERMINATING
sonlandırma,TERMINATION
sonlandırma,TERMINATIONS
tanık,TESTIFY
tanık,TESTIFYING
tehdit,THREAT
tehdit,THREATEN
tehdit,THREATENED
tehdit,THREATENING
tehdit,THREATENS
tehdit,THREATS
germe,TIGHTENING
tahammül,TOLERATE
tahammül,TOLERATED
tahammül,TOLERATES
tahammül,TOLERATING
tahammül,TOLERATION
fesat,TORTUOUS
fesat,TORTUOUSLY
trajedi,TRAGEDIES
trajedi,TRAGEDY
trajik,TRAGIC
trajik,TRAGICALLY
travma,TRAUMATIC
sorun,TROUBLE
sıkıntı,TROUBLED
sıkıntı,TROUBLES
türbülans,TURBULENCE
telaş,TURMOIL
imkansız,UNABLE
imkansız,UNACCEPTABLE
imkansız,UNACCEPTABLY
açıklanmamış,UNACCOUNTED
habersiz,UNANNOUNCED
beklenmeyen,UNANTICIPATED
onaysız,UNAPPROVED
çirkin,UNATTRACTIVE
yetkisiz,UNAUTHORIZED
kullanılamaz,UNAVAILABILITY
kullanılamaz,UNAVAILABLE
kaçınılmaz,UNAVOIDABLE
kaçınılmaz,UNAVOIDABLY
habersiz,UNAWARE
temerrüt,UNCOLLECTABLE
toplanmamış,UNCOLLECTED
temerrüt,UNCOLLECTIBILITY
temerrüt,UNCOLLECTIBLE
temerrüt,UNCOLLECTIBLES
rekabetsiz,UNCOMPETITIVE
eksik,UNCOMPLETED
ölçüsüz,UNCONSCIONABLE
aykırı,UNCONSCIONABLY
kontrolsüz,UNCONTROLLABLE
kontrolsüz,UNCONTROLLABLY
kontrolsüz,UNCONTROLLED
düzeltilmemiş,UNCORRECTED
ortaya,UNCOVER
ortaya,UNCOVERED
ortaya,UNCOVERING
ortaya,UNCOVERS
,UNDELIVERABLE
,UNDELIVERED
,UNDERCAPITALIZED
baltala,UNDERCUT
baltala,UNDERCUTS
baltala,UNDERCUTTING
az,UNDERESTIMATE
az,UNDERESTIMATED
az,UNDERESTIMATES
az,UNDERESTIMATING
az,UNDERESTIMATION
,UNDERFUNDED
,UNDERINSURED
küçümse,UNDERMINE
küçümse,UNDERMINED
küçümse,UNDERMINES
küçümse,UNDERMINING
yetersiz,UNDERPAID
yetersiz,UNDERPAYMENT
yetersiz,UNDERPAYMENTS
yetersiz,UNDERPAYS
yetersiz,UNDERPERFORM
yetersiz,UNDERPERFORMANCE
yetersiz,UNDERPERFORMED
yetersiz,UNDERPERFORMING
yetersiz,UNDERPERFORMS
yetersiz,UNDERPRODUCED
yetersiz,UNDERPRODUCTION
eksik,UNDERREPORTING
azımsa,UNDERSTATE
azımsa,UNDERSTATED
tefrit,UNDERSTATEMENT
azımsa,UNDERSTATEMENTS
azımsa,UNDERSTATES
azımsa,UNDERSTATING
yetersiz,UNDERUTILIZATION
yetersiz,UNDERUTILIZED
istenmeyen,UNDESIRABLE
istenmeyen,UNDESIRED
kayıtsız,UNDETECTED
belirsiz,UNDETERMINED
gizli,UNDISCLOSED
kayıtsız,UNDOCUMENTED
yersiz,UNDUE
haksız,UNDULY
hesapsız,UNECONOMIC
hesapsız,UNECONOMICAL
hesapsız,UNECONOMICALLY
işsiz,UNEMPLOYED
işsiz,UNEMPLOYMENT
aykırı,UNETHICAL
aykırı,UNETHICALLY
mazeretsiz,UNEXCUSED
beklenmeyen,UNEXPECTED
beklenmedik,UNEXPECTEDLY
haksız,UNFAIR
haksız,UNFAIRLY
,UNFAVORABILITY
elverişsiz,UNFAVORABLE
elverişsiz,UNFAVORABLY
elverişsiz,UNFAVOURABLE
olanaksız,UNFEASIBLE
elverişsiz,UNFIT
elverişsiz,UNFITNESS
öngörülemez,UNFORESEEABLE
öngörülmeyen,UNFORESEEN
öngörülmeyen,UNFORSEEN
talihsiz,UNFORTUNATE
